,Tweet,Username
639,Marienborg udgjorde den perfekte scene for produktive diskussioner med statsminister Mette Frederiksen. Vi havde omfattende forhandlinger om hvordan vi fremmer indisk-danske relationer. @Statsmin https://t.co/sABIUWxsqi,narendramodi
640,Speaking at the joint press meet with PM Frederiksen. @Statsmin https://t.co/3uGqLdLop7,narendramodi
641,Landed in Copenhagen. I am very grateful to PM Frederiksen for the warm welcome. This visit will go a long way in further cementing India-Denmark ties. @Statsmin https://t.co/0NOQG6X30I,narendramodi
642,Jeg er landet i København og taknemmelig over for Statsminister Frederiksen for den varme velkomst. Dette besøg vil virkelig cementere indisk-danske bånd. @Statsmin https://t.co/cqg1Hqfhzs,narendramodi
643,Ich danke der deutschen Regierung für ihre Gastfreundschaft. https://t.co/n9pfgmWBf5,narendramodi
644,"Mein Besuch in Deutschland war sehr produktiv. Die Gespräche mit @Bundeskanzler Scholz waren ausführlich, ebenso wie die Regierungskonsultation. Ich hatte eine großartige Gelegenheit, mich mit führenden Vertretern der Wirtschaft und der indischen Gemeinschaft auszutauschen. https://t.co/o5mhzIMZNH",narendramodi
645,My Germany visit has been a productive one. The talks with @Bundeskanzler Scholz were extensive and so were the Inter-Governmental Consultations. I got a great opportunity to interact with business and Indian community leaders. I thank the German Government for their hospitality. https://t.co/bpu9yhk0Xe,narendramodi
646,Political stability and development oriented governance has played a major role in India’s development strides in the last 8 years. https://t.co/WU0WTbbr4q,narendramodi
647,India is going global! https://t.co/kuqK4NVgSp,narendramodi
648,"??? ???? ?? ????? ??????? ?????? ?? ???? ??? ?? ???? ?????, ????? ????? ???? ??, ?????? ?? ?????????? ???? ??? https://t.co/5d7hZgmzTF",narendramodi
649,???? ?? ?????????? ?? ????? ?? ??? ?? ??????? ??? ??? ??? https://t.co/b8VQxufA24,narendramodi
650,Governance in silos was hampering the pace of development. PM-Gati Shakti is changing that. https://t.co/LjzU65zEO7,narendramodi
651,A paradigm shift in governance has yielded outstanding results. Here are some examples. https://t.co/9cYgUZ6tJ7,narendramodi
652,"??? ?????? ? ?????????????? ???????? ???????????? ???? ??????. ????????? ??????, ????? ???? ???????????? ????????????? ???????? ?????? ????? ???????????. ???????? ????????? ?????? 2020????? ???? ????? ????????? ??????????????????.
https://t.co/RMDe2bTiMD",narendramodi
653,Tributes to Jagadguru Basaveshwara on the sacred occasion of Basava Jayanthi. His thoughts and ideals keep giving strength to millions of people across the world. Sharing a speech of mine from 2020 in which I spoke about Jagadguru Basaveshwara. https://t.co/RMDe2caUbd,narendramodi
654,"?? ??? ?? ????? ?????? ?? ????? ???????????
 
Best wishes on Akshaya Tritiya. I pray that this special day brings prosperity in everyone’s lives.",narendramodi
655,Greetings to our Cabinet colleague Shri @MundaArjun Ji on his birthday. He is at the forefront of multiple initiatives to empower our tribal communities and popularise tribal culture. Praying for his long life and good health.,narendramodi
656,Birthday greetings to Rajasthan CM Shri Ashok Gehlot Ji. May he be blessed with a long and healthy life. @ashokgehlot51,narendramodi
657,?????????? ?? ??????? ????? ?? ????? ????? ????? ??????? ??? ?? ????? ?? ??? ?? ???? ????? ?? ??????? ?? ??? ?????? ????,narendramodi
658,Met leading business leaders in Berlin and discussed ways to deepen trade linkages between India and Germany. https://t.co/o9UvpQVYzw,narendramodi
659,Delighted to interact with the Indian community in Berlin.  https://t.co/alspwulUS4,narendramodi
660,"The 6th India-Germany Inter-Governmental Consultations were productive. Chancellor Scholz and I , along with Ministers, officials from Germany and India discussed ways to boost cooperation in areas like sustainable development, mobility, economic growth and more. @Bundeskanzler https://t.co/roY6njANQH",narendramodi
661,"Die 6. Deutsch-Indischen Regierungskonsultationen waren produktiv. @Bundeskanzler Scholz u. ich erörterten zusammen mit Ministern u. Beamten aus ???? / ???? Möglichkeiten zur Förderung der Zusammenarbeit, u.a. in Bereichen nachhaltige Entwicklung, Mobilität u. Wirtschaftswachstum. https://t.co/bWIbtR5x6C",narendramodi
662,Best wishes on Eid-ul-Fitr. May this auspicious occasion enhance the spirit of togetherness and brotherhood in our society. May everyone be blessed with good health and prosperity.,narendramodi
663,"I had wide-ranging discussions with Chancellor Scholz. Today’s talks covered trade, commerce, innovation, culture and people-to-people linkages. India and Germany are working together on several subjects. This partnership will benefit our entire planet. @Bundeskanzler https://t.co/bNQWtESzmv",narendramodi
664,"Ich hatte mit Bundeskanzler Scholz ein ausführliches Gespräch über Handel, Wirtschaft, Innovation, Kultur und Beziehungen zwischen den Völkern geführt. ???? und ???? arbeiten in mehreren Bereichen zusammen. Diese Partnerschaft wird unserem gesamten Planeten zugute kommen. https://t.co/eCZDsqZzxa",narendramodi
665,I would like to thank Chancellor Scholz for the ceremonial welcome in Berlin. @Bundeskanzler https://t.co/kIzeA3YlkN,narendramodi
666,Ich bedanke mich bei @Bundeskanzler Scholz für den feierlichen Empfang in Berlin. https://t.co/u7dnt6j9Di,narendramodi
667,My remarks after talks with Chancellor @OlafScholz. https://t.co/fs0L2E2bFa,narendramodi
668,It was early morning in Berlin yet several people from the Indian community came by. Was wonderful connecting with them. India is proud of the accomplishments of our diaspora. https://t.co/RfCyCqJkPY,narendramodi
669,"Es war noch früh am Morgen in Berlin, doch es kamen viele Personen aus der indischen Gemeinde vorbei. Es war wunderbar, mit ihnen ins Gespräch zu kommen. Indien ist stolz auf das, was unsere Diaspora leistet. https://t.co/xw7m2PEaiY",narendramodi
670,"Landed in Berlin. Today, I will be holding talks with Chancellor @OlafScholz, interacting with business leaders and addressing a community programme. I am confident this visit will boost the friendship between India and Germany. https://t.co/qTNgl8QL7K",narendramodi
671,"Ich bin davon überzeugt, dass dieser Besuch die Freundschaft zwischen Indien und Deutschland stärken wird.",narendramodi
672,"Bin in Berlin angekommen. Heute führe ich Gespräche mit Bundeskanzler @OlafScholz, tausche mich mit führenden Wirtschaftsvertretern aus und halte bei einer Diaspora eine Rede. https://t.co/5GxHRCDlqh",narendramodi
673,My remarks at a programme being organised by Sanatan Mandir Cultural Centre in Canada. https://t.co/KcJiIfgW46,narendramodi
674,"India is cheering for our contingent at the #Deaflympics2021 which commence today. Best wishes to all our talented athletes. 

I was really touched by their gesture of visiting the National War Memorial before heading to the games. https://t.co/J6PEBCBBJU",narendramodi
675,"At around 9 PM this evening, I will be sharing my remarks at a programme in Markham, Canada where a statue of Sardar Patel will be unveiled at the Sanatan Mandir Cultural Centre. This is a great initiative by our diaspora to deepen cultural linkages with India.",narendramodi
676,"In Germany and Denmark, I would be meeting business leaders to discuss ways to boost trade and commerce between our nations. I’m also glad to be meeting the Indian community in these nations. https://t.co/I7TdxcsgVf",narendramodi
677,"In Paris I will be meeting my friend, President @EmmanuelMacron, who has just been re-elected. During our talks we will take stock of various bilateral and global issues.",narendramodi
678,"In Denmark, I shall hold talks with PM Frederiksen. I also look forward to the 2nd India-Nordic Summit in Copenhagen. This will also give me an opportunity to meet leaders of Nordic countries on the sidelines of the Summit. @Statsmin",narendramodi
679,"In the coming days, I will be visiting Germany, Denmark and France for important bilateral and multilateral engagements. 

The first leg of the visit will be in Germany, where I will meet Chancellor @OlafScholz and co-chair the 6th India-Germany Inter-Governmental Consultations.",narendramodi
680,"On Gujarat’s Foundation Day, my greetings to the people of Gujarat. Inspired by the ideals of Mahatma Gandhi, Sardar Patel and several other greats, the people of Gujarat are widely admired for their diverse accomplishments. May Gujarat keep progressing in the coming years.",narendramodi
681,"???????? ?????? ??????? ??????? ???? ?????? ???? ????????? ! ??????? ?????, ????? ???? ??? ????  ??????????? ???????? ???????, ???????? ???? ????? ????? ??????? ???? ????????? ????????? ??.  ?????? ???????? ?????? ????? ?????? ????? ??? ??? ???????…?",narendramodi
682,Best wishes to the people of Maharashtra on Maharashtra Day. This state has made phenomenal contributions to national progress. The people of the state have excelled in diverse fields. I pray for the prosperity of the people of Maharashtra.,narendramodi
683,?????????????? ???? ?????? ?????????? ???????? ??????? ????????. ???????? ??????? ?? ???????? ????????? ?????? ???? ???. ?????? ??????? ????? ????????? ???? ???????? ????? ???? ???. ?????????????? ???????? ??????????? ?? ????????? ????.,narendramodi
684,???? Courts ??? ??????? ?????? ?? ?????????? ???? ?? ????? ??? ???? ??? ?? ??????? ???????? ?? ????? ??????? ??? ????? ?????? ?? ?? ???? ????? ??? ????? ??????? https://t.co/sFxM55eSYT,narendramodi
685,??? ?????????????? ?? High Courts ?? Chief Justices ?? ???? ?? ????? ??… https://t.co/xkdjTLkcMn,narendramodi
686,"??????? ??? ????? ???? ?? ??? ????? ???????? ?? ???? ?????, ?????? ????, ?????? ?? ???? ??? ????? ??? ?? ???? Judicial System ?? ???? ????? ????? ?? ?? 2047 ?? ???? ?? ?????????? ?? ???? ?? ???, ?? ?? ??? ??? ???? https://t.co/hFL0mda0lh",narendramodi
687,Addressing the Joint Conference of Chief Ministers and Chief Justices of High Courts. https://t.co/P1jsj2N1td,narendramodi
688,Sharing highlights from today’s interaction with a Sikh delegation. We had extensive discussions on various subjects and I was glad to receive their insights. https://t.co/CwMCBfAMyh,narendramodi
689,Elated to host a Sikh delegation at my residence. https://t.co/gYGhd5GI6l,narendramodi
690,Speaking at the Global Patidar Business Summit. https://t.co/S2KDxpYTSJ,narendramodi
691,Addressing the inaugural session of Semi-con India Conference being held in Bengaluru. https://t.co/D0mtwSQKmo,narendramodi
692,"This evening, I will be hosting a Sikh delegation at my residence. The group includes people from different walks of life. I will also be addressing the gathering at around 5:30 PM. Do watch…",narendramodi
693,"At 12 noon tomorrow, 29th April, will inaugurate the Global Patidar Business Summit via video conferencing. This Summit is being held in Surat and is aimed at encouraging entrepreneurship and value creation among the youth. https://t.co/0yVVlxqYnv",narendramodi
694,"At around 11 AM tomorrow, 29th April, will be sharing my remarks at SemiconIndia 2022, which brings together various different stakeholders including StartUps from the world of semiconductors. This is a sector in which India is making rapid strides.",narendramodi
